image_name,label,session_id,timestamp
IMG_000001.jpg,10,20250215_022428,2025-02-15 02:25:01
IMG_000002.jpg,36,20250215_022428,2025-02-15 02:25:03
IMG_000003.jpg,81,20250215_022428,2025-02-15 02:25:04
IMG_000004.jpg,27,20250215_022428,2025-02-15 02:25:06
IMG_000005.jpg,54,20250215_022428,2025-02-15 02:25:07
IMG_000006.jpg,17,20250215_022428,2025-02-15 02:25:08
IMG_000007.jpg,17,20250215_022428,2025-02-15 02:25:09
IMG_000008.jpg,17,20250215_022428,2025-02-15 02:25:11
IMG_000009.jpg,unsuitable,20250215_022428,2025-02-15 02:25:12
IMG_000010.jpg,unsuitable,20250215_022428,2025-02-15 02:25:13
IMG_000011.jpg,17,20250215_022428,2025-02-15 02:25:15
IMG_000012.jpg,17,20250215_022428,2025-02-15 02:25:15
IMG_000013.jpg,unsuitable,20250215_022428,2025-02-15 02:25:17
IMG_000014.jpg,17,20250215_022428,2025-02-15 02:25:18
IMG_000015.jpg,17,20250215_022428,2025-02-15 02:25:20
IMG_000016.jpg,17,20250215_022428,2025-02-15 02:25:21
IMG_000017.jpg,4,20250215_022428,2025-02-15 02:25:22
IMG_000018.jpg,14,20250215_022428,2025-02-15 02:25:23
IMG_000019.jpg,10,20250215_022428,2025-02-15 02:25:24
IMG_000020.jpg,17,20250215_022428,2025-02-15 02:25:25
IMG_000021.jpg,5,20250215_022428,2025-02-15 02:25:27
IMG_000022.jpg,17,20250215_022428,2025-02-15 02:25:28
IMG_000023.jpg,4,20250215_022428,2025-02-15 02:25:29
IMG_000024.jpg,14,20250215_022428,2025-02-15 02:25:30
IMG_000025.jpg,10,20250215_022428,2025-02-15 02:25:32
IMG_000026.jpg,17,20250215_022428,2025-02-15 02:25:33
IMG_000027.jpg,5,20250215_022428,2025-02-15 02:25:34
IMG_000028.jpg,17,20250215_022428,2025-02-15 02:25:35
IMG_000029.jpg,10,20250215_022428,2025-02-15 02:25:39
IMG_000030.jpg,5,20250215_022428,2025-02-15 02:25:40
IMG_000031.jpg,17,20250215_022428,2025-02-15 02:25:42
IMG_000032.jpg,9,20250215_022428,2025-02-15 02:25:43
IMG_000033.jpg,14,20250215_022428,2025-02-15 02:25:44
IMG_000034.jpg,10,20250215_022428,2025-02-15 02:25:45
IMG_000035.jpg,17,20250215_022428,2025-02-15 02:25:47
IMG_000036.jpg,18,20250215_022428,2025-02-15 02:25:50
IMG_000037.jpg,14,20250215_022428,2025-02-15 02:25:52
IMG_000038.jpg,10,20250215_022428,2025-02-15 02:25:54
IMG_000039.jpg,unsuitable,20250215_022428,2025-02-15 02:25:56
